date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:05	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2003%20Sep%202025%2021:31:04%20GMT	https://www.citethemrightonline.com/robots.txt		(from )
22:31:06	152843/152843	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Sep%202025%2021:31:05%20GMT	https://www.citethemrightonline.com/	/Users/harry/CTR-mirror/www.citethemrightonline.com/index.html	(from )
22:31:06	152531/152531	---MCZ	200	added ('OK')	text/css	etag:W/%22152531-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/support.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/support.css	(from https://www.citethemrightonline.com/)
22:31:07	7377/7377	---MCZ	200	added ('OK')	text/css	etag:W/%227377-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/bootstrap-select.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/bootstrap-select.css	(from https://www.citethemrightonline.com/)
22:31:08	4830/4830	---MCZ	200	added ('OK')	text/css	etag:W/%224830-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/owl-carousel-new.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/owl-carousel-new.css	(from https://www.citethemrightonline.com/)
22:31:09	9193/9193	---MCZ	200	added ('OK')	text/css	etag:W/%229193-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/checkbox.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/checkbox.css	(from https://www.citethemrightonline.com/)
22:31:10	29067/29067	---MCZ	200	added ('OK')	text/css	etag:W/%2229067-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/font-awesome.min.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/font-awesome.min.css	(from https://www.citethemrightonline.com/)
22:31:11	17786/17786	---MCZ	200	added ('OK')	text/css	etag:W/%2217786-1756811456000%22	https://www.citethemrightonline.com/bloomsbury_assets/ctrcol/css/plyr.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/ctrcol/css/plyr.css	(from https://www.citethemrightonline.com/)
22:31:12	8676/8676	---MCZ	200	added ('OK')	text/css	etag:W/%228676-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/bootstrap-slider.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/bootstrap-slider.css	(from https://www.citethemrightonline.com/)
22:31:13	35661/35661	---MCZ	200	added ('OK')	text/css	etag:W/%2235661-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/support-ui.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/css/support-ui.css	(from https://www.citethemrightonline.com/)
22:31:15	541598/541598	---MCZ	200	added ('OK')	text/css	etag:W/%22541598-1756811456000%22	https://www.citethemrightonline.com/bloomsbury_assets/ctrcol/css/ctrcol.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/ctrcol/css/ctrcol.css	(from https://www.citethemrightonline.com/)
22:31:15	89144/89144	---MCZ	200	added ('OK')	text/css	etag:W/%2289144-1756811456000%22	https://www.citethemrightonline.com/bloomsbury_assets/ctrcol/css/product.css	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/ctrcol/css/product.css	(from https://www.citethemrightonline.com/)
22:31:17	89947/89947	---MCZ	200	added ('OK')	application/javascript	etag:W/%2289947-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.min.js	(from https://www.citethemrightonline.com/)
22:31:17	39507/39507	---MCZ	200	added ('OK')	application/javascript	etag:W/%2239507-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/custom.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/custom.min.js	(from https://www.citethemrightonline.com/)
22:31:18	49034/49034	---MCZ	200	added ('OK')	application/javascript	etag:W/%2249034-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/owl-carousel-new.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/owl-carousel-new.min.js	(from https://www.citethemrightonline.com/)
22:31:19	31427/31427	---MCZ	200	added ('OK')	application/javascript	etag:W/%2231427-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/custom-select.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/custom-select.min.js	(from https://www.citethemrightonline.com/)
22:31:20	69679/69679	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269679-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/plyr.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/plyr.js	(from https://www.citethemrightonline.com/)
22:31:21	32352/32352	---MCZ	200	added ('OK')	application/javascript	etag:W/%2232352-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/bootstrap-slider.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/bootstrap-slider.min.js	(from https://www.citethemrightonline.com/)
22:31:23	312719/312719	---MCZ	200	added ('OK')	application/javascript	etag:W/%22312719-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery-ui.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery-ui.min.js	(from https://www.citethemrightonline.com/)
22:31:23	2613/2613	---MCZ	200	added ('OK')	application/javascript	etag:W/%222613-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/mousescroll.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/mousescroll.min.js	(from https://www.citethemrightonline.com/)
22:31:24	2113/2113	---MCZ	200	added ('OK')	application/javascript	etag:W/%222113-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery-show-first.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery-show-first.min.js	(from https://www.citethemrightonline.com/)
22:31:25	10118/10118	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210118-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/clipboard.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/clipboard.min.js	(from https://www.citethemrightonline.com/)
22:31:26	17817/17817	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217817-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.mark.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.mark.min.js	(from https://www.citethemrightonline.com/)
22:31:27	75247/75247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2275247-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.cloudinary.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.cloudinary.js	(from https://www.citethemrightonline.com/)
22:31:29	145924/145924	---MCZ	200	added ('OK')	application/javascript	etag:W/%22145924-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/bloomsbury.min.js?v=80013	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/bloomsbury.min0f12.js	(from https://www.citethemrightonline.com/)
22:31:29	3114/3114	---MCZ	200	added ('OK')	application/javascript	etag:W/%223114-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/leaflet.ChineseTmsProviders.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/leaflet.ChineseTmsProviders.js	(from https://www.citethemrightonline.com/)
22:31:30	1827/1827	---MCZ	200	added ('OK')	application/javascript	etag:W/%221827-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.cookie.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.cookie.min.js	(from https://www.citethemrightonline.com/)
22:31:31	3257/3257	---MCZ	200	added ('OK')	application/javascript	etag:W/%223257-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.truncation.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.truncation.js	(from https://www.citethemrightonline.com/)
22:31:33	206778/206778	---MCZ	200	added ('OK')	application/javascript	etag:W/%22206778-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/openseadragon.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/openseadragon.min.js	(from https://www.citethemrightonline.com/)
22:31:33	3814/3814	---MCZ	200	added ('OK')	application/javascript	etag:W/%223814-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/openseadragon-svg-overlay.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/openseadragon-svg-overlay.js	(from https://www.citethemrightonline.com/)
22:31:35	82419/82419	---MCZ	200	added ('OK')	application/javascript	etag:W/%2282419-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/snap.svg-min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/snap.svg-min.js	(from https://www.citethemrightonline.com/)
22:31:35	5574/5574	---MCZ	200	added ('OK')	application/javascript	etag:W/%225574-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.numeric.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/jquery.numeric.min.js	(from https://www.citethemrightonline.com/)
22:31:37	61251/61251	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261251-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/raphael.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/raphael.min.js	(from https://www.citethemrightonline.com/)
22:31:38	45900/45900	---MCZ	200	added ('OK')	application/javascript	etag:W/%2245900-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/URI.min.js	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/js/URI.min.js	(from https://www.citethemrightonline.com/)
22:31:38	1924/1924	---M--	200	added ('OK')	image/gif	etag:W/%221924-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/loader.gif	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/loader.gif	(from https://www.citethemrightonline.com/)
22:31:39	1157/1157	---M--	200	added ('OK')	image/png	etag:W/%221157-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/signin_close.png	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/signin_close.png	(from https://www.citethemrightonline.com/)
22:31:41	102730/102730	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Sep%202025%2021:31:40%20GMT	https://www.citethemrightonline.com/pre-forgot-password	/Users/harry/CTR-mirror/www.citethemrightonline.com/pre-forgot-password.html	(from https://www.citethemrightonline.com/)
22:31:41	7876/7876	---M--	200	added ('OK')	image/jpeg	etag:W/%227876-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/fb-prof-pic.jpg	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/fb-prof-pic.jpg	(from https://www.citethemrightonline.com/)
22:31:42	1369/1369	---M--	200	added ('OK')	image/png	etag:W/%221369-1756811452000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/fb-signup-icon.png	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/fb-signup-icon.png	(from https://www.citethemrightonline.com/)
22:31:44	125032/125032	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Sep%202025%2021:31:43%20GMT	https://www.citethemrightonline.com/terms-and-conditions	/Users/harry/CTR-mirror/www.citethemrightonline.com/terms-and-conditions.html	(from https://www.citethemrightonline.com/)
22:31:45	115492/115492	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Sep%202025%2021:31:44%20GMT	https://www.citethemrightonline.com/privacy-policy	/Users/harry/CTR-mirror/www.citethemrightonline.com/privacy-policy.html	(from https://www.citethemrightonline.com/)
22:31:45	1554/1554	---M--	200	added ('OK')	image/png	etag:W/%221554-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/signin_twitter.png	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/signin_twitter.png	(from https://www.citethemrightonline.com/)
22:31:46	1270/1270	---M--	200	added ('OK')	image/png	etag:W/%221270-1756811454000%22	https://www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/signin_icon.png	/Users/harry/CTR-mirror/www.citethemrightonline.com/bloomsbury_assets/bloomsbury/images/signin_icon.png	(from https://www.citethemrightonline.com/)
